Gender,Major,Program,GPA
Female,B.Tech,ECE,7.15
Male,B.Tech,CHD,7.15
Female,B.Tech,CSE,6.99
Male,B.Tech,CSE,5.92
Female,B.Tech,ECE,6.08
Male,B.Tech,ECE,7.24
Female,B.Tech,CSE,6.05
Male,MS,CHD,8.11
Female,MS,ECE,7.83
Female,B.Tech,ECE,7.14
Male,B.Tech,CSE,6.05
Male,MS,CHD,8.11
Other,B.Tech,ECE,6.12
Male,B.Tech,CND,7.16
Female,B.Tech,ECE,8.34
Male,B.Tech,ECE,7.26
Male,MS,CND,8.23
Male,MS,CHD,8.57
Male,B.Tech,CSE,5.6
Female,B.Tech,CHD,8.72
Male,B.Tech,ECE,5.94
Male,B.Tech,ECE,7.88
Male,PhD,CHD,8.67
Male,B.Tech,CHD,6.1
Female,B.Tech,CND,8.01
Other,MS,CND,8.35
Male,MS,ECE,9.32
Female,MS,ECE,8.14
Female,B.Tech,CSE,6.89
Male,B.Tech,CSE,6.49
Female,B.Tech,CHD,5.26
Male,B.Tech,CSE,6.68
Male,PhD,CHD,8.16
Female,B.Tech,ECE,7.26
Male,PhD,CND,7.59
Female,B.Tech,CSE,6.76
Female,MS,ECE,8.4
Male,B.Tech,ECE,7.68
Female,PhD,ECE,7.37
Male,B.Tech,CND,7.71
Male,B.Tech,CHD,6.75
Male,MS,ECE,7.87
Female,B.Tech,CHD,4.64
Male,B.Tech,CSE,8.49
Male,PhD,CND,8.39
Female,B.Tech,CSE,5.47
Female,B.Tech,ECE,7.38
Female,B.Tech,ECE,7.34
Male,MS,CSE,8.86
Male,B.Tech,CSE,6.69
Male,B.Tech,ECE,7.01
Female,B.Tech,ECE,6.36
Male,B.Tech,CSE,7.6
Male,B.Tech,ECE,6.22
Female,B.Tech,ECE,6.11
Male,B.Tech,ECE,6.93
Other,B.Tech,ECE,5.77
Female,B.Tech,CSE,8.6
Female,B.Tech,ECE,8.93
Male,B.Tech,CND,6.55
Male,B.Tech,ECE,5.61
Female,B.Tech,ECE,7.34
Female,B.Tech,ECE,6.52
Female,B.Tech,CSE,8.17
Male,MS,CHD,7.45
Female,B.Tech,CND,7.54
Female,B.Tech,CSE,7.11
Female,B.Tech,CHD,6.32
Female,B.Tech,CSE,7.24
Female,PhD,ECE,8.74
Male,B.Tech,CHD,7.09
Male,B.Tech,CHD,7.1
Male,B.Tech,CHD,6.13
Male,B.Tech,CND,8.14
Male,B.Tech,ECE,8.04
Male,B.Tech,ECE,6.59
Male,MS,ECE,7.91
Male,B.Tech,CSE,8.41
Male,B.Tech,ECE,5.87
Female,B.Tech,ECE,7.6
Female,B.Tech,ECE,6.44
Male,B.Tech,CHD,8.78
Female,B.Tech,ECE,7.06
Male,B.Tech,CSE,8.26
Male,B.Tech,ECE,6.24
Male,MS,ECE,7.13
Male,B.Tech,ECE,6.77
Female,MS,CND,8.18
Female,B.Tech,ECE,6.49
Male,B.Tech,CHD,7.76
Male,PhD,CHD,8.2
Male,B.Tech,ECE,4.92
Male,MS,CHD,8.39
Male,MS,CSE,7.38
Male,B.Tech,CSE,6.64
Female,B.Tech,CSE,8.55
Female,B.Tech,ECE,8.77
Male,PhD,CSE,8.01
Female,MS,CND,8.4
Male,B.Tech,ECE,6.45
Male,B.Tech,ECE,6.71
Male,B.Tech,CSE,6.39
Male,B.Tech,CSE,5.28
Female,B.Tech,CSE,7.1
Male,B.Tech,ECE,7.29
Male,B.Tech,ECE,6.33
Male,B.Tech,ECE,8.09
Male,MS,ECE,7.69
Female,PhD,CND,7.98
Male,MS,CSE,8.37
Male,MS,CHD,6.92
Male,B.Tech,ECE,7.91
Male,B.Tech,ECE,6.6
Male,B.Tech,CSE,7.99
Female,MS,ECE,8.9
Male,PhD,CSE,8.62
Female,MS,CND,7.43
Female,MS,ECE,7.12
Female,B.Tech,CND,5.57
Male,B.Tech,ECE,8.1
Male,B.Tech,CSE,6.87
Male,B.Tech,ECE,6.4
Female,B.Tech,CSE,6.87
Male,B.Tech,CND,8.08
Male,B.Tech,CHD,7.78
Male,B.Tech,ECE,7.44
Male,B.Tech,ECE,7.64
Male,B.Tech,ECE,7.18
Male,B.Tech,CND,7.3
Female,B.Tech,CSE,7.22
Male,B.Tech,ECE,7.0
Male,MS,ECE,8.53
Male,B.Tech,CND,7.36
Male,B.Tech,CHD,6.12
Male,MS,CND,8.37
Female,MS,ECE,8.17
Male,MS,CSE,8.43
Female,B.Tech,ECE,6.9
Male,B.Tech,ECE,7.81
Male,B.Tech,ECE,6.94
Female,B.Tech,CSE,7.72
Male,PhD,CHD,8.07
Male,B.Tech,CSE,6.61
Male,B.Tech,CHD,7.6
Male,B.Tech,CSE,6.67
Female,B.Tech,ECE,9.21
Male,B.Tech,CSE,7.57
Female,MS,ECE,8.02
Female,MS,CND,8.57
Male,PhD,CSE,8.06
Female,B.Tech,CSE,7.92
Male,B.Tech,CSE,7.9
Female,B.Tech,ECE,8.25
Male,B.Tech,ECE,6.56
Female,PhD,ECE,7.69
Male,B.Tech,ECE,6.39
Male,MS,CSE,7.8
Male,B.Tech,CHD,8.67
Female,B.Tech,CHD,9.2
Male,B.Tech,CND,7.34
Male,B.Tech,CND,7.01
Female,MS,ECE,7.76
Female,B.Tech,CSE,7.82
Female,MS,CHD,9.53
Female,MS,CSE,9.25
Female,B.Tech,CSE,8.14
Female,MS,CSE,8.79
Male,B.Tech,ECE,7.83
Male,B.Tech,ECE,6.95
Female,MS,CSE,7.48
Male,PhD,CSE,8.29
Male,B.Tech,ECE,7.42
Male,B.Tech,CSE,5.55
Female,B.Tech,CND,6.85
Male,B.Tech,CSE,6.17
Male,B.Tech,ECE,8.01
Male,PhD,ECE,8.03
Male,B.Tech,CSE,7.33
Male,B.Tech,ECE,6.3
Male,B.Tech,ECE,8.6
Male,B.Tech,CHD,5.3
Female,B.Tech,ECE,7.48
Male,B.Tech,CSE,5.72
Female,MS,CSE,7.64
Female,B.Tech,CSE,7.21
Male,B.Tech,CSE,7.26
Female,MS,ECE,8.16
Male,B.Tech,CND,7.15
Female,B.Tech,ECE,6.36
Male,B.Tech,ECE,6.84
Female,B.Tech,ECE,7.03
Male,B.Tech,CHD,7.2
Male,B.Tech,CSE,6.93
Male,MS,CHD,8.51
Female,MS,CND,8.07
Female,B.Tech,CSE,7.2
Male,B.Tech,CSE,6.62
Male,B.Tech,CND,5.95
Male,B.Tech,ECE,7.15
Female,B.Tech,CSE,8.21
Male,B.Tech,ECE,7.44
Female,B.Tech,ECE,6.18
Male,MS,ECE,8.57
Male,B.Tech,CSE,6.66
Male,MS,CSE,8.5
Male,MS,CHD,7.74
Male,B.Tech,ECE,7.35
Male,MS,CND,7.64
Female,MS,CSE,7.65
Male,B.Tech,CHD,5.43
Male,B.Tech,CSE,7.51
Male,B.Tech,ECE,7.37
Male,PhD,CND,8.51
Male,B.Tech,ECE,7.28
Male,B.Tech,CSE,6.24
Male,B.Tech,CSE,7.97
Male,B.Tech,ECE,7.99
Male,B.Tech,ECE,6.21
Male,MS,CND,8.37
Male,B.Tech,ECE,7.87
Male,MS,CND,7.67
Female,MS,CHD,7.79
Male,B.Tech,CHD,7.53
Female,B.Tech,CSE,5.49
Male,MS,CND,7.24
Female,PhD,ECE,7.81
Female,B.Tech,CND,5.2
Male,B.Tech,CSE,8.08
Female,B.Tech,ECE,5.01
Male,MS,CHD,8.24
Male,MS,CND,8.57
Female,B.Tech,ECE,6.71
Female,MS,ECE,7.53
Male,B.Tech,ECE,7.23
Male,MS,ECE,8.0
Male,B.Tech,CSE,8.0
Male,B.Tech,CSE,4.37
Female,B.Tech,CSE,6.08
Male,B.Tech,ECE,7.56
Male,B.Tech,CND,7.05
Male,B.Tech,CND,7.75
Male,B.Tech,CSE,7.26
Male,B.Tech,CSE,6.87
Male,B.Tech,CSE,6.7
Female,MS,CSE,9.63
Female,MS,CSE,9.07
Male,B.Tech,CSE,7.5
Female,B.Tech,ECE,7.08
Female,B.Tech,ECE,7.54
Female,PhD,CHD,8.71
Male,PhD,ECE,8.51
Male,B.Tech,ECE,6.25
Male,PhD,CND,9.19
Male,MS,ECE,8.17
Male,MS,CSE,9.41
Male,B.Tech,CSE,7.19
Male,B.Tech,CSE,6.75
Female,B.Tech,ECE,8.38
Male,B.Tech,CSE,7.3
Male,B.Tech,ECE,7.13
Female,B.Tech,CSE,5.8
Female,B.Tech,ECE,7.66
Female,B.Tech,CSE,6.51
Other,B.Tech,ECE,6.55
Male,B.Tech,CSE,6.51
Female,PhD,CSE,8.52
Male,MS,CND,6.93
Male,B.Tech,ECE,6.79
Male,B.Tech,CSE,7.98
Male,B.Tech,ECE,5.75
Male,B.Tech,ECE,7.17
Male,MS,ECE,7.56
Female,B.Tech,ECE,6.6
Male,B.Tech,CHD,8.66
Male,MS,CSE,6.84
Female,B.Tech,CSE,7.77
Male,B.Tech,CSE,6.52
Male,B.Tech,ECE,6.47
Female,B.Tech,CND,5.89
Male,B.Tech,CHD,7.75
Male,B.Tech,ECE,6.81
Female,B.Tech,CND,6.68
Male,MS,CHD,8.08
Male,B.Tech,ECE,6.83
Female,MS,CND,6.6
Female,B.Tech,CSE,6.51
Male,B.Tech,ECE,7.9
Male,B.Tech,ECE,5.49
Male,B.Tech,CND,5.91
Male,B.Tech,CHD,6.57
Male,B.Tech,CHD,6.27
Male,MS,CND,7.98
Female,B.Tech,ECE,5.91
Male,B.Tech,CSE,6.61
Male,PhD,CSE,8.28
Male,B.Tech,ECE,7.65
Female,B.Tech,ECE,8.24
Male,MS,ECE,7.82
Male,B.Tech,ECE,8.89
Female,B.Tech,CND,6.82
Male,B.Tech,CSE,7.83
Male,B.Tech,CHD,8.93
Male,B.Tech,CND,7.14
Male,B.Tech,ECE,5.63
Male,PhD,ECE,8.35
Male,MS,CHD,7.57
Male,B.Tech,ECE,6.73
Male,B.Tech,CSE,8.98
Female,MS,CSE,7.14
Other,B.Tech,CSE,7.3
Female,B.Tech,CSE,6.12
Female,B.Tech,CSE,6.69
Male,MS,CSE,8.52
Female,B.Tech,ECE,7.32
Male,PhD,CND,8.19
Female,B.Tech,ECE,6.35
Other,B.Tech,CND,7.32
Female,B.Tech,ECE,8.71
Other,B.Tech,ECE,6.1
Male,MS,ECE,9.34
Male,PhD,ECE,8.9
Male,B.Tech,CHD,8.37
Male,PhD,CND,8.45
Male,MS,ECE,8.82
Male,B.Tech,CSE,5.99
Other,B.Tech,ECE,6.33
Male,B.Tech,CSE,7.77
Female,B.Tech,CSE,7.3
Female,B.Tech,CHD,6.85
Female,B.Tech,ECE,4.5
Female,B.Tech,ECE,6.56
Male,MS,CND,7.18
Female,MS,ECE,8.35
Female,B.Tech,ECE,6.81
Male,B.Tech,CSE,6.37
Male,B.Tech,CSE,9.64
Female,B.Tech,ECE,8.04
Male,B.Tech,ECE,8.06
Male,B.Tech,CSE,9.2
Female,B.Tech,CSE,7.8
Male,B.Tech,ECE,6.23
Male,B.Tech,ECE,6.11
Female,B.Tech,ECE,7.96
Male,MS,ECE,6.56
Male,PhD,CSE,8.26
Male,B.Tech,ECE,4.83
Male,B.Tech,CND,7.1
Female,B.Tech,CSE,7.85
Male,B.Tech,ECE,7.28
Male,B.Tech,ECE,7.94
Male,B.Tech,ECE,8.96
Male,PhD,CSE,8.23
Female,B.Tech,CND,9.81
Female,MS,CHD,8.15
Male,B.Tech,CHD,7.95
Male,B.Tech,CSE,6.39
Male,B.Tech,ECE,8.62
Male,B.Tech,ECE,8.04
Female,B.Tech,CSE,8.47
Male,B.Tech,CSE,7.05
Male,B.Tech,ECE,5.74
Male,B.Tech,CSE,7.46
Female,B.Tech,ECE,5.3
Other,PhD,CSE,8.13
Male,B.Tech,CSE,7.19
Female,B.Tech,ECE,9.38
Male,B.Tech,CSE,7.32
Male,MS,CND,8.1
Female,B.Tech,CHD,6.94
Female,B.Tech,ECE,5.66
Female,B.Tech,CHD,7.09
Male,B.Tech,CHD,7.1
Male,B.Tech,CSE,6.03
Female,PhD,CND,7.71
Male,MS,CSE,7.66
Male,B.Tech,ECE,7.06
Male,B.Tech,ECE,6.54
Female,B.Tech,ECE,5.95
Male,B.Tech,CSE,7.29
Male,MS,CSE,8.38
Female,B.Tech,ECE,7.12
Male,B.Tech,CSE,6.44
Male,B.Tech,ECE,7.59
Male,MS,CHD,7.87
Male,B.Tech,CSE,5.81
Male,B.Tech,CSE,8.04
Male,B.Tech,ECE,7.35
Female,B.Tech,ECE,6.88
Male,PhD,CSE,7.51
Female,B.Tech,CSE,6.26
Male,B.Tech,CSE,9.02
Male,B.Tech,CSE,5.49
Male,MS,ECE,7.82
Male,B.Tech,ECE,6.98
Female,B.Tech,ECE,7.32
Male,B.Tech,CHD,5.5
Male,B.Tech,CSE,7.17
Female,MS,ECE,6.82
Female,MS,CHD,8.07
Female,B.Tech,ECE,6.35
Male,B.Tech,ECE,6.13
Female,PhD,CHD,8.72
Male,B.Tech,ECE,6.76
Male,B.Tech,CSE,7.47
Male,B.Tech,ECE,7.51
Male,B.Tech,ECE,8.27
Male,B.Tech,CND,5.79
Male,MS,CHD,8.64
Female,MS,CHD,8.01
Male,B.Tech,ECE,6.62
Male,B.Tech,CHD,5.85
Male,B.Tech,CND,7.61
Female,B.Tech,ECE,6.08
Male,B.Tech,ECE,7.52
Male,B.Tech,CSE,8.93
Female,PhD,CHD,8.79
Female,MS,CHD,8.97
Male,B.Tech,ECE,6.28
Female,B.Tech,CSE,7.76
Female,B.Tech,ECE,5.86
Female,PhD,ECE,8.18
Male,B.Tech,ECE,8.74
Female,B.Tech,CSE,6.39
Male,B.Tech,ECE,8.11
Male,MS,CSE,8.71
Male,MS,CSE,8.75
Male,B.Tech,ECE,5.73
Male,MS,CSE,8.37
Female,B.Tech,ECE,6.84
Male,B.Tech,CND,8.09
Male,MS,CND,6.84
Male,MS,CSE,8.26
Male,B.Tech,CHD,7.23
Female,B.Tech,CSE,5.01
Male,MS,CND,7.38
Male,MS,CHD,6.72
Male,MS,CSE,7.49
Male,B.Tech,ECE,7.55
Male,PhD,ECE,8.4
Female,PhD,CND,8.38
Female,B.Tech,ECE,5.96
Male,MS,CHD,8.78
Female,B.Tech,ECE,6.98
Female,B.Tech,CND,7.03
Female,B.Tech,CND,7.94
Male,B.Tech,ECE,6.01
Male,B.Tech,ECE,7.23
Male,MS,CND,8.3
Female,B.Tech,CHD,6.45
Female,B.Tech,CSE,7.65
Male,PhD,ECE,8.54
Male,B.Tech,CSE,6.9
Female,B.Tech,ECE,6.87
Female,B.Tech,CSE,7.52
Other,B.Tech,ECE,7.79
Female,B.Tech,ECE,7.06
Male,MS,ECE,8.78
Male,B.Tech,ECE,7.66
Female,MS,CSE,6.75
Male,B.Tech,CHD,5.6
Male,B.Tech,CND,8.18
Female,B.Tech,ECE,6.75
Male,MS,CND,8.11
Female,B.Tech,CSE,8.14
Male,B.Tech,ECE,6.99
Female,B.Tech,CSE,7.04
Male,B.Tech,ECE,6.13
Male,B.Tech,CSE,7.37
Male,B.Tech,ECE,7.59
Male,B.Tech,CSE,6.42
Female,MS,CHD,7.35
Female,B.Tech,CSE,9.63
Male,B.Tech,CHD,6.91
Male,B.Tech,ECE,6.32
Male,B.Tech,CSE,7.71
Male,MS,ECE,7.96
Female,B.Tech,CHD,5.91
Female,B.Tech,CSE,7.48
Female,MS,ECE,7.4
Female,B.Tech,ECE,8.58
Male,B.Tech,CSE,7.49
Female,B.Tech,CSE,6.72
Female,MS,ECE,8.08
Female,PhD,CSE,8.75
Female,MS,CSE,8.13
Male,B.Tech,CSE,9.12
Female,PhD,ECE,8.87
Male,B.Tech,CSE,7.49
Male,B.Tech,CND,6.06
Male,MS,ECE,7.9
Female,B.Tech,ECE,7.48
Female,B.Tech,CSE,6.18
Female,B.Tech,CSE,8.29
Female,B.Tech,CHD,6.03
Male,MS,CHD,7.55
Female,B.Tech,CSE,6.44
Male,B.Tech,ECE,7.74
Male,B.Tech,ECE,6.2
Male,PhD,CND,7.4
Female,MS,CSE,8.76
Female,B.Tech,ECE,6.56
Male,PhD,CHD,7.77
Male,MS,CND,7.47
Female,B.Tech,CHD,8.72
Male,B.Tech,CSE,6.34
Female,B.Tech,ECE,6.88
Female,MS,CHD,7.69
Male,B.Tech,ECE,5.77
Male,B.Tech,CHD,6.26
Female,B.Tech,CND,5.7
Female,PhD,CSE,8.78
Male,B.Tech,CSE,7.1
Female,PhD,CND,9.54
Male,PhD,ECE,7.95
Male,B.Tech,CSE,6.14
Female,B.Tech,ECE,8.53
Female,B.Tech,CHD,8.06
Male,PhD,CSE,8.49
Female,B.Tech,ECE,5.89
Male,B.Tech,CSE,8.74
Male,B.Tech,CSE,6.93
Male,B.Tech,CSE,6.57
Female,PhD,CSE,8.87
Male,B.Tech,CHD,6.98
Male,MS,CND,7.18
Male,B.Tech,ECE,7.04
Female,B.Tech,CSE,6.22
Female,PhD,CHD,6.8
Female,B.Tech,CSE,6.12
Male,PhD,ECE,8.04
Male,B.Tech,ECE,5.84
Male,B.Tech,ECE,7.58
Female,B.Tech,CSE,6.22
Female,PhD,ECE,8.54
Male,PhD,CND,7.68
Female,B.Tech,ECE,7.91
Male,B.Tech,CND,5.72
Male,B.Tech,CND,4.66
Male,B.Tech,ECE,8.24
Male,MS,CSE,7.4
Male,B.Tech,ECE,8.76
Male,PhD,CSE,8.58
Male,B.Tech,CSE,7.79
Female,MS,CHD,8.73
Male,B.Tech,ECE,7.11
Male,B.Tech,CSE,7.12
Female,PhD,CHD,8.94
Male,B.Tech,ECE,7.11
Male,MS,CSE,7.49
Female,PhD,ECE,8.59
Male,B.Tech,CSE,4.89
Male,B.Tech,CSE,8.32
Male,B.Tech,ECE,8.34
Female,B.Tech,ECE,8.2
Male,B.Tech,ECE,8.16
Female,B.Tech,CSE,6.92
Male,B.Tech,CSE,6.89
Male,B.Tech,CSE,5.77
Male,B.Tech,CSE,8.75
Female,B.Tech,CSE,6.51
Male,B.Tech,ECE,7.34
Male,B.Tech,CSE,7.25
Male,B.Tech,ECE,5.66
Male,B.Tech,ECE,5.26
Other,B.Tech,ECE,7.01
Male,B.Tech,CSE,6.55
Male,MS,CND,7.94
Male,B.Tech,CND,8.07
Female,B.Tech,CSE,7.22
Male,PhD,CHD,8.68
Male,MS,CND,8.31
Female,B.Tech,ECE,6.68
Female,B.Tech,CSE,6.0
Male,B.Tech,ECE,7.26
Male,B.Tech,ECE,7.08
Male,PhD,ECE,8.76
Male,B.Tech,CND,6.85
Male,PhD,CHD,8.15
Male,B.Tech,CSE,6.77
Male,PhD,CHD,7.84
Male,B.Tech,ECE,8.45
Female,B.Tech,CSE,8.14
Female,B.Tech,CSE,5.79
Male,B.Tech,CND,7.8
Male,B.Tech,ECE,5.15
Male,MS,CSE,8.69
Female,B.Tech,CSE,6.3
Male,MS,ECE,8.25
Male,B.Tech,ECE,5.07
Male,B.Tech,CSE,5.8
Male,PhD,CHD,8.53
Male,B.Tech,CSE,6.3
Male,B.Tech,CSE,6.16
Male,B.Tech,ECE,8.4
Female,B.Tech,CSE,9.21
Male,PhD,CND,8.77
Female,B.Tech,CSE,5.91
Female,B.Tech,ECE,8.76
Male,MS,ECE,6.91
Male,B.Tech,CSE,6.7
Male,B.Tech,ECE,7.05
Male,PhD,ECE,9.26
Female,B.Tech,ECE,7.91
Female,MS,ECE,7.68
Male,B.Tech,ECE,6.06
Male,MS,CHD,8.7
Female,PhD,CHD,8.03
Female,B.Tech,ECE,7.22
Female,B.Tech,ECE,5.63
Male,B.Tech,CND,7.57
Male,MS,ECE,8.34
Female,B.Tech,ECE,5.76
Female,B.Tech,CSE,8.03
Male,B.Tech,CSE,7.55
Male,PhD,ECE,8.67
Male,B.Tech,CHD,6.62
Male,B.Tech,ECE,7.18
Male,B.Tech,ECE,7.06
Female,B.Tech,CSE,6.85
Male,B.Tech,ECE,7.17
Female,B.Tech,CND,8.26
Male,PhD,CSE,8.84
Female,PhD,CSE,7.71
Female,B.Tech,ECE,7.99
Male,B.Tech,ECE,8.19
Male,B.Tech,ECE,6.85
Male,B.Tech,ECE,7.51
Male,B.Tech,ECE,7.49
Female,B.Tech,CSE,6.15
Female,B.Tech,ECE,6.62
Male,MS,CSE,8.53
Male,MS,ECE,7.65
Male,B.Tech,ECE,7.98
Female,B.Tech,CHD,8.3
Male,PhD,CND,8.87
Male,PhD,CHD,9.29
Male,B.Tech,CSE,6.91
Male,B.Tech,CSE,7.18
Male,B.Tech,CSE,7.32
Female,B.Tech,CHD,6.94
Male,B.Tech,CHD,7.54
Male,B.Tech,CND,5.29
Female,B.Tech,CSE,7.2
Female,B.Tech,ECE,5.62
Male,B.Tech,ECE,6.04
Male,PhD,CHD,8.67
Male,B.Tech,ECE,6.8
Male,B.Tech,ECE,7.7
Male,B.Tech,CSE,6.78
Male,B.Tech,CSE,8.11
Male,B.Tech,CSE,6.76
Female,B.Tech,CSE,5.05
Male,B.Tech,CSE,7.23
Female,B.Tech,CSE,4.83
Male,B.Tech,CSE,5.55
Female,MS,CHD,7.38
Female,B.Tech,CHD,5.99
Female,B.Tech,CHD,6.45
Female,B.Tech,CSE,5.96
Female,B.Tech,CSE,5.59
Male,B.Tech,CSE,8.54
Male,B.Tech,CND,6.32
Male,PhD,CHD,7.18
Female,PhD,CSE,8.12
Female,B.Tech,CHD,5.88
Male,MS,ECE,7.38
Male,B.Tech,CHD,7.71
Male,PhD,ECE,8.08
Female,B.Tech,CSE,5.85
Male,B.Tech,ECE,7.45
Male,B.Tech,CHD,8.15
Male,B.Tech,CHD,7.54
Male,MS,ECE,6.28
Female,PhD,CSE,7.74
Female,B.Tech,ECE,7.05
Female,MS,CND,7.83
Male,MS,CHD,7.77
Male,B.Tech,ECE,6.02
Male,B.Tech,ECE,5.59
Female,B.Tech,ECE,9.01
Male,B.Tech,ECE,7.03
Male,B.Tech,ECE,7.64
Male,B.Tech,CHD,7.01
Female,B.Tech,ECE,7.05
Male,B.Tech,ECE,6.94
Female,PhD,ECE,7.74
Male,B.Tech,CSE,5.49
Male,B.Tech,CND,7.39
Male,B.Tech,CSE,7.19
Male,B.Tech,CHD,7.94
Male,B.Tech,ECE,7.74
Male,B.Tech,ECE,6.19
Male,B.Tech,CND,8.13
Female,B.Tech,ECE,7.77
Male,B.Tech,CHD,7.69
Female,B.Tech,CSE,9.25
Male,B.Tech,ECE,9.04
Female,B.Tech,ECE,7.69
Male,B.Tech,CSE,7.57
Male,B.Tech,ECE,8.08
Male,MS,CHD,7.59
Male,B.Tech,CHD,6.43
Male,MS,ECE,8.47
Female,MS,CHD,7.4
Female,B.Tech,CSE,7.59
Female,B.Tech,ECE,7.16
Female,B.Tech,ECE,6.14
Male,B.Tech,ECE,7.03
Male,B.Tech,ECE,8.31
Male,B.Tech,CSE,7.08
Male,B.Tech,CSE,7.09
Male,B.Tech,CSE,7.33
Male,MS,CHD,8.32
Male,B.Tech,CHD,6.67
Male,PhD,CSE,8.48
Female,PhD,CSE,7.78
Female,PhD,ECE,7.9
Male,MS,CHD,7.53
Female,B.Tech,CSE,7.47
Female,B.Tech,CSE,7.16
Male,B.Tech,CSE,6.87
Male,B.Tech,CSE,7.69
Male,MS,CSE,8.27
Female,PhD,ECE,8.16
Female,B.Tech,ECE,5.96
Male,B.Tech,ECE,6.18
Male,B.Tech,CSE,5.53
Male,B.Tech,ECE,7.14
Male,B.Tech,ECE,6.14
Male,B.Tech,CND,6.5
Female,MS,CSE,7.91
Female,B.Tech,ECE,8.04
Female,PhD,CHD,8.76
Female,B.Tech,CSE,6.95
Female,MS,CND,8.89
Male,B.Tech,ECE,4.99
Male,MS,CHD,9.31
Male,B.Tech,CSE,7.69
Female,B.Tech,CSE,7.1
Male,B.Tech,ECE,6.11
Female,PhD,ECE,8.08
Male,B.Tech,ECE,7.61
Male,B.Tech,CSE,7.63
Male,B.Tech,ECE,7.67
Male,B.Tech,ECE,6.27
Female,MS,CSE,7.35
Female,B.Tech,ECE,7.2
Male,B.Tech,ECE,7.77
Male,PhD,ECE,8.3
Male,MS,CSE,9.04
Male,MS,CSE,8.02
Male,B.Tech,CSE,7.0
Female,B.Tech,CND,7.67
Male,B.Tech,ECE,8.22
Male,MS,CSE,7.06
Male,B.Tech,CSE,5.88
Male,B.Tech,CSE,6.69
Male,B.Tech,ECE,10.0
Male,B.Tech,CSE,6.74
Male,MS,ECE,7.91
Male,B.Tech,CSE,7.62
Male,B.Tech,CHD,7.98
Male,PhD,ECE,8.38
Male,B.Tech,ECE,8.16
Female,B.Tech,ECE,5.81
Male,PhD,ECE,7.92
Male,PhD,CND,8.88
Male,B.Tech,ECE,7.01
Male,B.Tech,ECE,5.74
Male,B.Tech,ECE,5.68
Female,MS,CND,7.43
Female,MS,CHD,8.0
Male,B.Tech,CND,7.47
Male,B.Tech,CSE,6.67
Male,B.Tech,ECE,7.38
Female,B.Tech,CND,6.56
Male,B.Tech,CSE,8.22
Male,MS,CND,9.79
Male,B.Tech,CSE,6.61
Male,B.Tech,CND,7.48
Male,B.Tech,ECE,7.4
Male,B.Tech,CSE,7.14
Male,B.Tech,CHD,7.65
Female,B.Tech,CSE,7.48
Male,B.Tech,CSE,6.53
Male,B.Tech,CSE,8.32
Female,B.Tech,ECE,7.2
Male,MS,CND,7.73
Male,B.Tech,CSE,9.44
Male,B.Tech,ECE,6.88
Male,MS,CSE,8.18
Female,B.Tech,ECE,7.18
Male,PhD,CSE,8.24
Male,B.Tech,CSE,7.45
Male,MS,CSE,7.41
Male,PhD,CHD,8.6
Female,MS,CND,6.77
Male,B.Tech,ECE,5.7
Male,B.Tech,CSE,8.83
Female,B.Tech,ECE,5.74
Male,B.Tech,ECE,5.04
Female,MS,CSE,7.14
Female,B.Tech,CSE,8.74
Female,B.Tech,CSE,5.21
Male,B.Tech,ECE,6.04
Male,B.Tech,ECE,5.54
Female,MS,ECE,7.81
Male,MS,CSE,7.69
Male,B.Tech,CSE,6.52
Female,B.Tech,CND,8.86
Female,B.Tech,CSE,5.8
Male,B.Tech,CND,6.9
Male,PhD,CHD,8.47
Male,MS,CSE,7.31
Female,B.Tech,ECE,7.49
Female,B.Tech,CND,6.6
Male,B.Tech,ECE,7.37
Male,B.Tech,CHD,6.89
Female,B.Tech,CSE,4.95
Male,B.Tech,ECE,8.31
Male,B.Tech,CHD,9.07
Female,B.Tech,CND,6.82
Male,B.Tech,ECE,6.1
Male,PhD,CHD,9.05
Male,MS,CSE,9.32
Male,B.Tech,CSE,6.83
Female,B.Tech,CSE,6.78
Male,B.Tech,CSE,6.92
Other,B.Tech,CSE,5.33
Male,B.Tech,CSE,6.71
Male,MS,CND,9.2
Male,B.Tech,ECE,6.83
Male,B.Tech,ECE,5.96
Male,B.Tech,CND,7.5
Male,PhD,CSE,7.97
Male,PhD,ECE,8.27
Male,B.Tech,ECE,5.73
Female,B.Tech,CSE,5.96
Female,B.Tech,ECE,7.74
Female,B.Tech,CSE,7.12
Male,B.Tech,CSE,6.22
Male,B.Tech,CSE,7.12
Female,B.Tech,CND,6.39
Male,B.Tech,ECE,6.22
Male,B.Tech,ECE,8.16
Female,MS,ECE,8.55
Female,B.Tech,CSE,6.98
Male,B.Tech,ECE,7.14
Male,B.Tech,ECE,6.99
Female,B.Tech,CSE,7.49
Male,B.Tech,ECE,6.2
Female,B.Tech,CSE,7.86
Female,B.Tech,CSE,7.35
Female,B.Tech,CHD,6.74
Male,B.Tech,ECE,6.51
Male,B.Tech,ECE,7.84
Female,PhD,ECE,8.22
Male,B.Tech,CSE,6.3
Female,B.Tech,ECE,6.62
Male,B.Tech,ECE,7.77
Male,MS,ECE,6.87
Female,B.Tech,CND,6.64
Female,MS,CND,8.75
Female,MS,ECE,7.88
Female,B.Tech,CHD,7.27
Male,B.Tech,ECE,8.09
